paper_id,source_id,target_id,relationship_type,condition
Caldeweyher2019,Caldeweyher2019,D4,DEVELOPS,
Caldeweyher2019,D4,D3,REFINES_DISPERSION_CORRECTION,
Caldeweyher2019,D4-ATM,D3(BJ)-ATM,REFINES_DISPERSION_CORRECTION,
Caldeweyher2019,D4-MBD,D3(BJ)-ATM,REFINES_DISPERSION_CORRECTION,
Caldeweyher2019,Caldeweyher2019,D3,CITES,
Caldeweyher2019,Caldeweyher2019,S66x8,VALIDATES,
Caldeweyher2019,Caldeweyher2019,S22x5,VALIDATES,
Caldeweyher2019,Caldeweyher2019,NCIBLIND10,VALIDATES,
Caldeweyher2019,Caldeweyher2019,DOSD,VALIDATES,
Caldeweyher2019,Caldeweyher2019,TOMC6 Complete,VALIDATES,
Caldeweyher2019,Caldeweyher2019,TOMC6 Subset,VALIDATES,
Caldeweyher2019,Caldeweyher2019,L7,VALIDATES,
Caldeweyher2019,Caldeweyher2019,S30L,VALIDATES,
Caldeweyher2019,Caldeweyher2019,SCONF,VALIDATES,
Caldeweyher2019,Caldeweyher2019,PCONF21,VALIDATES,
Caldeweyher2019,Caldeweyher2019,ICONF,VALIDATES,
Caldeweyher2019,Caldeweyher2019,UPU23,VALIDATES,
Caldeweyher2019,Caldeweyher2019,MOR41,VALIDATES,
Caldeweyher2019,Caldeweyher2019,GMTKN55,VALIDATES,
Caldeweyher2019,Caldeweyher2019,ROT34,VALIDATES,
Caldeweyher2019,Caldeweyher2019,LMGB35,VALIDATES,
Caldeweyher2019,Caldeweyher2019,HMGB11,VALIDATES,
Caldeweyher2019,Caldeweyher2019,TMC32,VALIDATES,
Caldeweyher2019,Caldeweyher2019,S66,VALIDATES,
Caldeweyher2019,PBE,D3(BJ),APPLIES_CORRECTION,
Caldeweyher2019,PW6B95,D3(BJ),APPLIES_CORRECTION,
Caldeweyher2019,TPSS,D3(BJ),APPLIES_CORRECTION,
Caldeweyher2019,B3LYP,D3(BJ),APPLIES_CORRECTION,
Caldeweyher2019,PBE,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,B3LYP,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PW6B95,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PBE0,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,TPSS,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,O-LYP,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,SCAN,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,revPBE,D3(BJ)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PBE,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,B3LYP,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PW6B95,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PBE0,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,TPSS,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,O-LYP,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,SCAN,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,revPBE,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PBE,D4(TB)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,B3LYP,D4(TB)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,PW6B95,D4(TB)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,DSD-BLYP,D4-ATM,APPLIES_CORRECTION,
Caldeweyher2019,DSD-BLYP,D4-MBD,APPLIES_CORRECTION,
Caldeweyher2019,DSD-BLYP,D4(TB)-ATM,APPLIES_CORRECTION,
Caldeweyher2019,DSD-BLYP,D4(TB)-MBD,APPLIES_CORRECTION,
Caldeweyher2019,PW6B95,D4-MBD,APPLIES_CORRECTION,
Caldeweyher2019,B3LYP,D4-MBD,APPLIES_CORRECTION,
Caldeweyher2019,B3LYP,D4(TB)-MBD,APPLIES_CORRECTION,
Caldeweyher2019,PW6B95,D4(TB)-MBD,APPLIES_CORRECTION,
Caldeweyher2019,PBE,D4(TB),APPLIES_CORRECTION,
Caldeweyher2019,VR_DOSD_D4,DOSD,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_DOSD_D4,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_DOSD_D4,D4,RESULT_FOR_METHOD,
Caldeweyher2019,VR_DOSD_D4(TB),DOSD,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_DOSD_D4(TB),MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_DOSD_D4(TB),D4(TB),RESULT_FOR_METHOD,
Caldeweyher2019,VR_DOSD_D3,DOSD,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_DOSD_D3,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_DOSD_D3,D3,RESULT_FOR_METHOD,
Caldeweyher2019,VR_DOSD_LRD,DOSD,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_DOSD_LRD,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_DOSD_LRD,LRD,RESULT_FOR_METHOD,
Caldeweyher2019,VR_DOSD_TS,DOSD,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_DOSD_TS,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_DOSD_TS,TS,RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_SUB_D4,TOMC6 Subset,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_SUB_D4,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_SUB_D4,D4,RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_SUB_D4(TB),TOMC6 Subset,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_SUB_D4(TB),MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_SUB_D4(TB),D4(TB),RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_SUB_D3,TOMC6 Subset,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_SUB_D3,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_SUB_D3,D3,RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_SUB_XDM,TOMC6 Subset,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_SUB_XDM,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_SUB_XDM,XDM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_SUB_MBD,TOMC6 Subset,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_SUB_MBD,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_SUB_MBD,MBD,RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_COMP_D4,TOMC6 Complete,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_COMP_D4,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_COMP_D4,D4,RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_COMP_D4(TB),TOMC6 Complete,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_COMP_D4(TB),MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_COMP_D4(TB),D4(TB),RESULT_FOR_METHOD,
Caldeweyher2019,VR_TOMC6_COMP_D3,TOMC6 Complete,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_TOMC6_COMP_D3,MAD (%),RESULT_USING_METRIC,
Caldeweyher2019,VR_TOMC6_COMP_D3,D3,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ),S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ),MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ),PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ),D3(BJ),RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ)-ATM,S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PW6B95_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ),S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ),MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ),TPSS,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ),D3(BJ),RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ)-ATM,S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ)-ATM,TPSS,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_TPSS_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ),S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ),MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ),B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ),D3(BJ),RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ)-ATM,S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_B3LYP_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PBE_D3(BJ),S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_PBE_D3(BJ),MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_PBE_D3(BJ),PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PBE_D3(BJ),D3(BJ),RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PBE_D3(BJ)-ATM,S30L,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_S30L_PBE_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_S30L_PBE_D3(BJ)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_S30L_PBE_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PBE_D3(BJ)-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_PBE_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_PBE_D3(BJ)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PBE_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PBE_D4-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_PBE_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_PBE_D4-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PBE_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PBE_D4(TB)-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_PBE_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_PBE_D4(TB)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PBE_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_B3LYP_D3(BJ)-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_B3LYP_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_B3LYP_D3(BJ)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_B3LYP_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_B3LYP_D4-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_B3LYP_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_B3LYP_D4-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_B3LYP_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_B3LYP_D4(TB)-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_B3LYP_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_B3LYP_D4(TB)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_B3LYP_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PW6B95_D3(BJ)-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_PW6B95_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_PW6B95_D3(BJ)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PW6B95_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PW6B95_D4-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_PW6B95_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_PW6B95_D4-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PW6B95_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PW6B95_D4(TB)-ATM,SCONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_SCONF_PW6B95_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_SCONF_PW6B95_D4(TB)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_SCONF_PW6B95_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PBE_D3(BJ)-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_PBE_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_PBE_D3(BJ)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PBE_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PBE_D4-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_PBE_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_PBE_D4-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PBE_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PBE_D4(TB)-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_PBE_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_PBE_D4(TB)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PBE_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_B3LYP_D3(BJ)-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_B3LYP_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_B3LYP_D3(BJ)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_B3LYP_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_B3LYP_D4-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_B3LYP_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_B3LYP_D4-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_B3LYP_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_B3LYP_D4(TB)-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_B3LYP_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_B3LYP_D4(TB)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_B3LYP_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PW6B95_D3(BJ)-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_PW6B95_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_PW6B95_D3(BJ)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PW6B95_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PW6B95_D4-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_PW6B95_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_PW6B95_D4-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PW6B95_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PW6B95_D4(TB)-ATM,PCONF21,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_PCONF21_PW6B95_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_PCONF21_PW6B95_D4(TB)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_PCONF21_PW6B95_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PBE_D3(BJ)-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_PBE_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_PBE_D3(BJ)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PBE_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PBE_D4-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_PBE_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_PBE_D4-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PBE_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PBE_D4(TB)-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_PBE_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_PBE_D4(TB)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PBE_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_B3LYP_D3(BJ)-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_B3LYP_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_B3LYP_D3(BJ)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_B3LYP_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_B3LYP_D4-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_B3LYP_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_B3LYP_D4-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_B3LYP_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_B3LYP_D4(TB)-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_B3LYP_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_B3LYP_D4(TB)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_B3LYP_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PW6B95_D3(BJ)-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_PW6B95_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_PW6B95_D3(BJ)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PW6B95_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PW6B95_D4-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_PW6B95_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_PW6B95_D4-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PW6B95_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PW6B95_D4(TB)-ATM,ICONF,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_ICONF_PW6B95_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_ICONF_PW6B95_D4(TB)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_ICONF_PW6B95_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PBE_D3(BJ)-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_PBE_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_PBE_D3(BJ)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PBE_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PBE_D4-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_PBE_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_PBE_D4-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PBE_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PBE_D4(TB)-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_PBE_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_PBE_D4(TB)-ATM,PBE,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PBE_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_B3LYP_D3(BJ)-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_B3LYP_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_B3LYP_D3(BJ)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_B3LYP_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_B3LYP_D4-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_B3LYP_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_B3LYP_D4-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_B3LYP_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_B3LYP_D4(TB)-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_B3LYP_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_B3LYP_D4(TB)-ATM,B3LYP,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_B3LYP_D4(TB)-ATM,D4(TB)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PW6B95_D3(BJ)-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_PW6B95_D3(BJ)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_PW6B95_D3(BJ)-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PW6B95_D3(BJ)-ATM,D3(BJ)-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PW6B95_D4-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_PW6B95_D4-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_PW6B95_D4-ATM,PW6B95,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PW6B95_D4-ATM,D4-ATM,RESULT_FOR_METHOD,
Caldeweyher2019,VR_UPU23_PW6B95_D4(TB)-ATM,UPU23,RESULT_FOR_BENCHMARK,
Caldeweyher2019,VR_UPU23_PW6B95_D4(TB)-ATM,MAD (kcal mol⁻¹),RESULT_USING_METRIC,
Caldeweyher2019,VR_UPU23_PW6B95_D4(TB)-ATM,PW6B95,RESULT_FOR_METHOD,
